t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1773215882,156,3420,120.98076923076923,1,447.168864274089,4.0,6.0,1207.5,2042.5799999999895,2813.5200000000073,3420.0
1773215912,157,3420,120.22929936305732,1,445.8327683573434,4.0,6.0,1207.0,2028.5200000000023,2802.8799999999865,3420.0
1773215942,158,3420,119.48101265822785,1,444.5101751540999,4.0,6.0,1206.4999999999998,2014.4599999999953,2792.239999999996,3420.0
1773215972,159,3420,118.74842767295597,1,443.19754387076847,4.0,6.0,1206.0,2000.400000000008,2781.600000000006,3420.0
1773216002,160,3420,118.025,1,441.8963985415871,4.0,6.0,1198.3999999999983,1986.3400000000008,2770.9599999999855,3420.0
1773216032,161,3420,117.32919254658385,1,440.6017728118771,4.0,6.0,1190.8000000000009,1972.2799999999936,2760.319999999995,3420.0
1773216062,162,3420,116.62962962962963,1,439.3215532968606,4.0,6.0,1183.1999999999991,1958.2200000000064,2749.680000000005,3420.0
1773216092,163,3420,115.93865030674847,1,438.05236303002835,4.0,6.0,1175.5999999999974,1944.1599999999992,2739.0399999999845,3420.0
1773216122,165,3420,114.6969696969697,1,435.5195442989569,4.0,6.0,1160.3999999999983,1916.0400000000047,2717.760000000004,3420.0
1773216152,166,3420,114.03012048192771,1,434.28277932769964,4.0,6.0,1152.8000000000009,1901.9799999999977,2707.1200000000135,3420.0
1773216182,167,3420,113.36526946107784,1,433.05796043921924,4.0,6.0,1145.1999999999991,1887.9199999999905,2696.4799999999927,3420.0
1773216212,168,3420,112.70833333333333,1,431.84338692209155,4.0,6.0,1137.5999999999974,1873.8600000000033,2685.8400000000024,3420.0
1773216242,169,3420,112.05917159763314,1,430.63891769121614,4.0,6.0,1130.0,1859.799999999996,2675.200000000012,3420.0
1773216272,170,3420,111.4235294117647,1,429.44292734362,4.0,6.0,1122.3999999999983,1845.7399999999889,2664.5599999999913,3420.0
1773216302,171,3420,110.78947368421052,1,428.2582674663162,4.0,6.0,1114.8000000000009,1831.6800000000017,2653.920000000001,3420.0
1773216332,172,3420,110.1686046511628,1,427.08184371475,4.0,6.0,1107.1999999999991,1817.6199999999944,2643.2800000000107,3420.0
1773216362,173,3420,109.55491329479769,1,425.9150117778146,4.0,6.0,1099.5999999999974,1803.5600000000072,2632.6399999999903,3420.0
1773216392,174,3420,108.94252873563218,1,424.75907775421234,4.0,6.0,1092.0,1789.5,2622.0,3420.0
1773216422,175,3420,108.33714285714285,1,423.61245510280577,4.0,6.0,1084.3999999999983,1775.4399999999928,2611.3600000000097,3420.0
1773216452,176,3420,107.74431818181819,1,422.473610295488,4.0,6.0,1076.8000000000009,1761.3800000000056,2600.7199999999893,3420.0
1773216482,177,3420,107.15254237288136,1,421.34525414382244,4.0,6.0,1069.1999999999991,1747.3199999999983,2590.079999999999,3420.0
1773216512,178,3420,106.57303370786516,1,420.2244594628657,4.0,6.0,1061.5999999999974,1733.2599999999911,2579.4400000000087,3420.0
1773216542,179,3420,106.00558659217877,1,419.11115815492553,4.0,6.0,1054.0,1719.200000000004,2568.799999999988,3420.0
1773216572,180,3420,105.43333333333334,1,418.00933003941435,4.0,6.0,1053.8,1705.1399999999967,2558.1599999999976,3420.0
1773216602,181,3420,104.86740331491713,1,416.9161041216777,4.0,6.0,1053.6,1691.0799999999897,2547.5200000000073,3420.0
1773216632,181,3420,104.86740331491713,1,416.9161041216777,4.0,6.0,1053.6,1691.0799999999897,2547.5200000000073,3420.0
1773216662,181,3420,104.86740331491713,1,416.9161041216777,4.0,6.0,1053.6,1691.0799999999897,2547.5200000000073,3420.0
1773216692,186,3420,103.05913978494624,1,411.41416200684756,4.0,6.0,1052.6,1620.7799999999936,2494.319999999995,3420.0
1773243090,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773243124,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773243154,4,4560,2763.0,1797,1301.1566649203571,2347.5,4140.5,4560.0,4560.0,4560.0,4560.0
1773243184,6,4560,1901.3333333333333,31,1675.2240049219288,1805.0,3301.5,4560.0,4560.0,4560.0,4560.0
1773243214,7,4560,1631.142857142857,10,1688.095517496115,1797.0,2882.0,4560.0,4560.0,4560.0,4560.0
1773243244,8,4560,1428.625,10,1664.5357085385701,1061.0,2614.75,4560.0,4560.0,4560.0,4560.0
1773243274,9,4560,1272.0,10,1626.3845639946292,325.0,2347.5,4560.0,4560.0,4560.0,4560.0
1773243304,10,4560,1145.6,8,1584.611428009333,178.0,2080.25,4560.0,4560.0,4560.0,4560.0
1773243334,11,4560,1042.3636363636363,8,1541.794167373017,31.0,1813.0,4560.0,4560.0,4560.0,4560.0
1773243364,12,4560,956.1666666666666,8,1500.0618674110099,25.0,1809.0,4560.0,4560.0,4560.0,4560.0
1773243394,13,4560,883.2307692307693,8,1460.0772327657965,19.0,1805.0,4560.0,4560.0,4560.0,4560.0
1773243427,14,4560,821.2142857142857,8,1421.8591934274173,17.0,1801.0,4560.0,4560.0,4560.0,4560.0
1773243457,15,4560,775.8,8,1381.381358330442,19.0,1797.0,4560.0,4560.0,4560.0,4560.0
